i,x,y
168977,4092,2994
168978,4092,2990
168979,4090,3017
168980,4100,2992
168981,4090,2986
168982,4100,2995
168983,4100,2985
168984,4086,2982
168985,4097,2981
168986,4107,2986
168987,4082,2979
168988,4094,2976
168989,4108,2980
168990,4078,2976
168991,4105,2976
168992,4090,2974
168993,4113,2976
168994,4080,2971
168995,4114,2978
168996,4103,2971
168997,4083,2969
168998,4096,2970
168999,4119,2976
169000,4098,2970
169001,4108,2968
169002,4087,2966
169003,4079,2965
169004,4107,2962
169005,4126,2975
169006,4100,2962
169007,4083,2960
169008,4080,2957
169009,4121,2987
169010,4100,2959
169011,4123,2964
169012,4131,2977
169013,4084,2955
169014,4127,2969
169015,4076,2957
169016,4134,2978
169017,4103,2954
169018,4131,2968
169019,4127,2987
169020,4089,2957
169021,4115,2957
169022,4125,2995
169023,4129,2990
169024,4119,2996
169025,4135,2967
169026,4106,2950
169027,4135,2968
169028,4131,2992
169029,4129,2994
169030,4130,2980
169031,4139,2968
169032,4132,2988
169033,4111,2947
169034,4090,2947
169035,4136,2976
169036,4136,2986
169037,4108,2943
169038,4094,2943
169039,4093,2942
169040,4139,2980
169041,4111,2941
169042,4093,2939
169043,4143,2986
169044,4086,2942
169045,4086,2940
169046,4146,2997
169047,4154,2988
169048,4151,2993
169049,4156,2990
169050,4160,2986
169051,4163,2995
169052,4164,2991
169053,4162,3002
169054,4159,3017
169055,4163,3006
169056,4169,2991
169057,4164,3020
169058,4170,3000
169059,4175,2990
169060,4152,3012
169061,4164,3017
169062,4147,3009
169063,4171,3021
169064,4181,3003
169065,4172,3026
169066,4184,3005
169067,4177,3021
169068,4177,3024
169069,4188,3008
169070,4172,3035
169071,4193,3008
169072,4190,2995
169073,4183,3024
169074,4193,3009
169075,4189,3014
169076,4184,3022
169077,4178,3034
169078,4190,2989
169079,4198,3005
169080,4198,3014
169081,4193,3019
169082,4198,3007
169083,4181,3019
169084,4189,3025
169085,4198,3002
169086,3561,5123
169087,5818,5236
169088,5823,5233
169089,5824,5237
169090,5829,5229
169091,5833,5234
169092,5837,5232
169093,5839,5243
169094,5843,5227
169095,5845,5225
169096,5841,5224
169097,5848,5223
169098,5837,5227
169099,5847,5219
169100,5839,5229
169101,5840,5215
169102,5843,5223
169103,5842,5208
169104,4648,3741
169105,4647,3740
169106,4651,3744
169107,3856,5499
169108,5269,4534
169109,5267,4525
169110,5271,4524
169111,5274,4523
169112,5273,4528
169113,5280,4524
169114,5282,4525
169115,5281,4520
169116,5279,4529
169117,5285,4525
169118,5277,4533
169119,5281,4518
169120,5282,4529
169121,5275,4519
169122,5290,4525
169123,5281,4533
169124,5290,4527
169125,5290,4519
169126,5292,4529
169127,5290,4531
169128,5298,4527
169129,5292,4530
169130,5287,4532
169131,5299,4528
169132,5297,4534
169133,5306,4528
169134,5307,4528
169135,5300,4519
169136,5309,4528
169137,5306,4533
169138,5313,4530
169139,5308,4535
169140,3641,5223
169141,4408,6203
169142,4416,6206
169143,4420,6217
169144,6027,5500
169145,6035,5499
169146,6033,5492
169147,5843,5264
169148,5869,2528
169149,5870,2528
169150,5874,2521
169151,5877,2523
169152,5877,2516
169153,5874,2514
169154,5874,2529
169155,5880,2510
169156,5884,2520
169157,5885,2513
169158,5865,2501
169159,5867,2497
169160,5866,2497
169161,5860,2498
169162,5870,2499
169163,5858,2492
169164,5874,2492
169165,5878,2504
169166,5854,2490
169167,5851,2495
169168,4731,6613
169169,5938,2614
169170,5101,4315
169171,4372,6155
169172,4375,6151
169173,4370,6148
169174,4386,6141
169175,4388,6145
169176,4388,6145
169177,4381,6135
169178,4393,6148
169179,4393,6148
169180,4392,6131
169181,4377,6131
169182,4396,6147
169183,4396,6150
169184,4395,6134
169185,4374,6128
169186,4399,6152
169187,4387,6127
169188,4398,6146
169189,4382,6157
169190,4372,6127
169191,4398,6129
169192,4376,6126
169193,4382,6122
169194,4403,6146
169195,4380,6121
169196,4400,6144
169197,4378,6119
169198,4377,6118
169199,4405,6141
169200,4392,6164
169201,4375,6115
169202,4384,6114
169203,4401,6138
169204,4383,6113
169205,4410,6132
169206,4369,6110
169207,4380,6106
169208,4413,6129
169209,4366,6108
169210,4379,6105
169211,4403,6128
169212,4365,6111
169213,4384,6109
169214,4368,6102
169215,4416,6123
169216,4382,6100
169217,4387,6105
169218,4417,6121
169219,4370,6098
169220,4389,6113
169221,4358,6108
169222,4385,6095
169223,4387,6103
169224,4420,6117
169225,4411,6118
169226,4391,6110
169227,4383,6093
169228,4385,6118
169229,4422,6114
169230,4382,6091
169231,4393,6107
169232,4373,6091
169233,4407,6115
169234,4414,6114
169235,4395,6112
169236,4373,6090
169237,4391,6100
169238,4406,6113
169239,4374,6089
169240,4380,6094
169241,4409,6112
169242,4353,6099
169243,4396,6104
169244,4392,6101
169245,4378,6088
169246,4386,6086
169247,4375,6086
169248,4417,6110
169249,4377,6090
169250,4426,6107
169251,4434,6143
169252,4394,6097
169253,4380,6085
169254,4376,6091
169255,4403,6118
169256,4399,6107
169257,4390,6105
169258,4367,6087
169259,4376,6083
169260,4397,6115
169261,4380,6084
169262,4426,6105
169263,4394,6093
169264,4436,6141
169265,4431,6120
169266,4418,6115
169267,4413,6106
169268,4388,6079
169269,4377,6080
169270,4397,6095
169271,4412,6108
169272,4390,6081
169273,4424,6101
169274,4390,6091
169275,4402,6125
169276,4378,6077
169277,4370,6080
169278,4392,6083
169279,4385,6076
169280,4422,6099
169281,4439,6135
169282,4397,6086
169283,4402,6127
169284,4434,6112
169285,4408,6102
169286,4431,6098
169287,4404,6098
169288,4380,6074
169289,2916,1524
169290,2928,1516
169291,2921,1508
169292,2906,1492
169293,2938,1494
169294,2906,1496
169295,2910,1465
169296,3864,2734
169297,3866,2733
169298,3866,2731
169299,3868,2730
169300,3863,2728
169301,3870,2728
169302,3865,2726
169303,3862,2726
169304,3866,2726
169305,3858,2717
169306,3877,2740
169307,3876,2740
169308,3855,2711
169309,3849,2715
169310,3852,2707
169311,3860,2711
169312,3848,2711
169313,3859,2707
169314,3867,2713
169315,3866,2719
169316,3859,2701
169317,3867,2707
169318,3873,2716
169319,3873,2719
169320,3869,2704
169321,3865,2701
169322,3877,2719
169323,3869,2702
169324,3872,2727
169325,3873,2704
169326,3869,2700
169327,3863,2695
169328,3882,2716
169329,3876,2725
169330,3877,2704
169331,3873,2698
169332,3865,2692
169333,3869,2694
169334,3886,2716
169335,3873,2694
169336,3873,2694
169337,3879,2697
169338,3887,2714
169339,3888,2719
169340,3884,2721
169341,3884,2699
169342,3884,2707
169343,3876,2692
169344,3891,2714
169345,3883,2695
169346,3885,2697
169347,3887,2707
169348,3887,2701
169349,3865,2681
169350,3886,2695
169351,3871,2681
169352,3896,2714
169353,3886,2690
169354,3891,2707
169355,3880,2686
169356,3888,2690
169357,3879,2730
169358,3872,2678
169359,3873,2678
169360,3874,2678
169361,3896,2707
169362,3894,2697
169363,3901,2718
169364,3886,2685
169365,3894,2688
169366,3877,2677
169367,3899,2702
169368,3894,2687
169369,3902,2715
169370,3885,2733
169371,3900,2707
169372,3890,2684
169373,3904,2720
169374,3906,2723
169375,3895,2692
169376,3905,2717
169377,3894,2682
169378,3899,2685
169379,3898,2694
169380,3879,2671
169381,3890,2733
169382,3907,2719
169383,3909,2728
169384,3886,2741
169385,3907,2707
169386,3908,2718
169387,3875,2672
169388,3891,2738
169389,3899,2683
169390,3883,2671
169391,3904,2685
169392,3889,2675
169393,3873,2672
169394,3904,2683
169395,3902,2697
169396,3873,2672
169397,3876,2669
169398,3894,2675
169399,3909,2722
169400,3912,2716
169401,3890,2745
169402,3882,2669
169403,3914,2731
169404,3888,2726
169405,3870,2671
169406,3914,2714
169407,3896,2741
169408,3881,2666
169409,3908,2683
169410,3908,2697
169411,3889,2669
169412,3898,2675
169413,3918,2731
169414,6018,5486
169415,3932,5590
169416,3174,4622
169417,3173,4619
169418,7176,4194
169419,7176,4189
169420,4377,3389
169421,7182,4201
169422,4258,3236
169423,3703,5297
169424,3707,5292
169425,3718,5293
169426,3714,5309
169427,3720,5304
169428,3715,5283
169429,3723,5283
169430,3723,5303
169431,3719,5277
169432,3727,5289
169433,3730,5276
169434,3730,5307
169435,3712,5273
169436,3730,5299
169437,3732,5276
169438,3729,5274
169439,3730,5309
169440,3719,5268
169441,3736,5285
169442,3733,5314
169443,3706,5279
169444,3737,5283
169445,3719,5262
169446,3727,5264
169447,3739,5283
169448,3741,5270
169449,3735,5319
169450,3722,5262
169451,3737,5285
169452,3743,5293
169453,3740,5267
169454,3739,5316
169455,3734,5266
169456,3746,5278
169457,3728,5254
169458,3750,5288
169459,3729,5254
169460,3737,5259
169461,3748,5285
169462,3749,5314
169463,3754,5284
169464,3722,5250
169465,3755,5260
169466,3725,5247
169467,3751,5320
169468,3755,5312
169469,3750,5303
169470,3719,5244
169471,3752,5324
169472,3759,5310
169473,3732,5244
169474,3751,5252
169475,3763,5266
169476,3728,5238
169477,3721,5239
169478,3756,5299
169479,3722,5236
169480,3762,5315
169481,3764,5248
169482,3755,5296
169483,3751,5242
169484,3735,5235
169485,3713,5234
169486,3771,5259
169487,3760,5244
169488,3743,5238
169489,3766,5322
169490,3732,5227
169491,3733,5328
169492,3754,5238
169493,3776,5272
169494,3757,5241
169495,3725,5226
169496,3775,5257
169497,3750,5235
169498,3779,5261
169499,3766,5239
169500,3737,5222
169501,3779,5253
169502,3718,5223
169503,3763,5236
169504,3773,5316
169505,3782,5266
169506,3779,5295
169507,3746,5231
169508,3724,5218
169509,3781,5295
169510,3754,5328
169511,3774,5246
169512,3786,5265
169513,3783,5250
169514,3777,5285
169515,3784,5271
169516,3743,5218
169517,3712,5221
169518,3768,5232
169519,3788,5264
169520,3778,5283
169521,3750,5329
169522,3785,5273
169523,3750,5226
169524,3777,5309
169525,3789,5267
169526,3779,5322
169527,3720,5213
169528,3779,5243
169529,3729,5213
169530,3788,5246
169531,3781,5281
169532,3792,5269
169533,3782,5324
169534,3748,5213
169535,3772,5228
169536,3774,5306
169537,3792,5259
169538,3781,5306
169539,3786,5287
169540,3705,5219
169541,3930,5587
169542,3928,5578
169543,3960,5583
169544,3966,5581
169545,3971,5576
169546,3962,5576
169547,3973,5577
169548,3973,5573
169549,3973,5589
169550,3965,5572
169551,3974,5590
169552,3958,5571
169553,3975,5593
169554,3957,5569
169555,3963,5568
169556,3971,5593
169557,3979,5585
169558,3953,5574
169559,3977,5597
169560,3961,5565
169561,3981,5590
169562,3954,5563
169563,3962,5563
169564,3986,5581
169565,3950,5570
169566,3984,5592
169567,3952,5559
169568,3960,5558
169569,3959,5558
169570,3950,5555
169571,3980,5560
169572,3947,5562
169573,3959,5555
169574,3979,5559
169575,3963,5553
169576,3998,5574
169577,3943,5564
169578,3977,5555
169579,4000,5576
169580,3961,5550
169581,4001,5578
169582,3967,5551
169583,4002,5563
169584,3975,5550
169585,3983,5552
169586,4002,5581
169587,3970,5552
169588,3965,5548
169589,3959,5545
169590,4006,5573
169591,3958,5543
169592,3991,5552
169593,3972,5545
169594,4003,5586
169595,4012,5583
169596,3963,5540
169597,4012,5557
169598,3968,5547
169599,4000,5590
169600,4015,5568
169601,4005,5555
169602,4014,5560
169603,3968,5537
169604,4000,5546
169605,3966,5545
169606,3988,5542
169607,4016,5571
169608,4008,5552
169609,4016,5563
169610,4006,5592
169611,4017,5557
169612,4015,5587
169613,3965,5531
169614,4005,5550
169615,3991,5548
169616,4019,5561
169617,4007,5543
169618,4013,5591
169619,3964,5529
169620,3996,5538
169621,3994,5546
169622,3999,5538
169623,3990,5602
169624,4025,5547
169625,3972,5529
169626,4017,5545
169627,4018,5593
169628,3986,5551
169629,4005,5538
169630,4029,5573
169631,3984,5599
169632,4001,5540
169633,3961,5524
169634,4027,5550
169635,4016,5543
169636,4020,5591
169637,4014,5539
169638,3997,5533
169639,4003,5535
169640,3970,5526
169641,4027,5572
169642,3993,5605
169643,4030,5545
169644,4023,5542
169645,3992,5531
169646,4031,5544
169647,4013,5538
169648,4031,5544
169649,4020,5598
169650,4007,5574
169651,4008,5536
169652,3954,5538
169653,3959,5520
169654,4032,5544
169655,4028,5554
169656,4032,5544
169657,3967,5527
169658,4009,5538
169659,5880,5308
169660,5878,5302
169661,5886,5305
169662,5876,5297
169663,5884,5299
169664,4533,3587
169665,4540,3593
169666,5833,5247
169667,4649,3734
169668,4655,3722
169669,4656,3723
169670,4658,3726
169671,4660,3744
169672,4669,3741
169673,4679,3723
169674,4671,3742
169675,4666,3748
169676,5148,4372
169677,3519,5060
169678,3526,5055
169679,3530,5058
169680,3519,5048
169681,3517,5045
169682,3538,5064
169683,3525,5045
169684,3527,5043
169685,3513,5040
169686,3529,5042
169687,3546,5045
169688,3546,5069
169689,3532,5040
169690,3551,5047
169691,3530,5074
169692,3534,5038
169693,3531,5035
169694,3538,5040
169695,3531,5033
169696,3541,5076
169697,3541,5040
169698,3533,5031
169699,3555,5075
169700,3545,5053
169701,3541,5033
169702,3533,5027
169703,3537,5030
169704,3543,5035
169705,3532,5026
169706,3546,5038
169707,3548,5034
169708,3550,5083
169709,3550,5042
169710,3542,5025
169711,3549,5027
169712,3525,5020
169713,3550,5026
169714,3550,5030
169715,3547,5025
169716,3552,5025
169717,3555,5023
169718,3558,5018
169719,3559,5017
169720,3570,5025
169721,3591,5099
169722,3501,5000
169723,3577,5030
169724,3583,5033
169725,3599,5087
169726,3527,5018
169727,3606,5092
169728,3595,5040
169729,3563,5047
169730,3568,5051
169731,3476,4978
169732,3603,5047
169733,3468,4972
169734,3579,5062
169735,3464,4968
169736,3461,4966
169737,3586,5068
169738,3458,4963
169739,3454,4957
169740,3459,4955
169741,3453,4958
169742,3450,4960
169743,3597,5076
169744,3449,4949
169745,3446,4952
169746,3471,4949
169747,3454,4949
169748,3445,4944
169749,3442,4937
169750,3470,4947
169751,3494,4940
169752,3434,4905
169753,3486,4904
169754,3437,4905
169755,3435,4897
169756,5448,7524
169757,5459,7513
169758,5460,7523
169759,5880,2535
169760,4224,5959
169761,5947,2619
169762,5952,2622
169763,5954,2623
169764,5877,2530
169765,5880,2532
169766,6017,5479
169767,4473,3506
169768,4474,3503
169769,4475,3498
169770,4480,3505
169771,4475,3494
169772,4472,3489
169773,4474,3477
169774,4646,3728
169775,4785,6674
169776,3701,2518
169777,3706,2520
169778,3703,2510
169779,3710,2521
169780,3715,2522
169781,3708,2509
169782,3720,2523
169783,3724,2525
169784,3714,2504
169785,3715,2503
169786,3730,2526
169787,3718,2535
169788,3719,2505
169789,3735,2528
169790,3722,2537
169791,3724,2507
169792,3728,2511
169793,3723,2540
169794,3725,2538
169795,3740,2529
169796,3729,2509
169797,3727,2538
169798,3733,2514
169799,3737,2518
169800,3730,2504
169801,3728,2542
169802,3745,2531
169803,3738,2517
169804,3732,2540
169805,3734,2541
169806,3732,2501
169807,3742,2521
169808,3728,2546
169809,3740,2514
169810,3734,2543
169811,3727,2545
169812,3750,2533
169813,3737,2541
169814,3745,2517
169815,3739,2542
169816,3733,2547
169817,3746,2523
169818,3733,2495
169819,3754,2534
169820,3741,2542
169821,3739,2545
169822,3755,2535
169823,3748,2520
169824,3745,2509
169825,3732,2492
169826,3744,2543
169827,3752,2526
169828,3739,2549
169829,3749,2512
169830,3733,2554
169831,3750,2523
169832,3719,2498
169833,3744,2546
169834,3748,2544
169835,3733,2487
169836,3726,2492
169837,3758,2528
169838,3750,2541
169839,3741,2504
169840,3753,2515
169841,3744,2551
169842,3759,2527
169843,3738,2555
169844,3742,2502
169845,3748,2547
169846,3762,2541
169847,3752,2543
169848,3738,2490
169849,3748,2552
169850,3762,2523
169851,3734,2480
169852,3744,2557
169853,3738,2561
169854,3751,2552
169855,3753,2549
169856,3729,2482
169857,3752,2551
169858,3748,2558
169859,3766,2518
169860,3767,2535
169861,3744,2563
169862,3737,2472
169863,3743,2564
169864,3768,2516
169865,3724,2481
169866,3769,2537
169867,3769,2537
169868,3770,2537
169869,3730,2476
169870,3754,2559
169871,3771,2532
169872,3732,2471
169873,3719,2480
169874,3773,2534
169875,3757,2510
169876,3727,2469
169877,3715,2478
169878,3740,2461
169879,3743,2469
169880,3776,2523
169881,3777,2537
169882,3777,2524
169883,3744,2466
169884,3723,2468
169885,3735,2460
169886,3736,2458
169887,3775,2527
169888,3780,2528
169889,3719,2466
169890,3746,2468
169891,3785,2520
169892,3733,2454
169893,3784,2531
169894,3176,4618
169895,3695,2510
169896,3695,2508
169897,4450,3474
169898,5173,4398
169899,5168,4386
169900,5172,4385
169901,5176,4384
169902,5181,4382
169903,5169,4374
169904,5173,4376
169905,5186,4380
169906,5168,4365
169907,5191,4380
169908,5181,4401
169909,5193,4380
169910,5178,4402
169911,5197,4380
169912,5175,4363
169913,5187,4400
169914,5182,4407
169915,5175,4366
169916,5191,4399
169917,5173,4357
169918,5194,4399
169919,5194,4400
169920,5207,4380
169921,5179,4356
169922,5187,4410
169923,5193,4363
169924,5196,4400
169925,5211,4380
169926,5197,4396
169927,5213,4380
169928,5197,4363
169929,5192,4411
169930,5171,4346
169931,5207,4371
169932,5194,4411
169933,5161,4340
169934,5161,4339
169935,5219,4380
169936,5211,4371
169937,5212,4371
169938,5178,4342
169939,5156,4342
169940,5200,4410
169941,5201,4410
169942,5198,4351
169943,5207,4362
169944,5153,4341
169945,5177,4337
169946,5173,4342
169947,5218,4371
169948,5215,4393
169949,5206,4411
169950,5154,4343
169951,5217,4369
169952,5214,4396
169953,5212,4362
169954,5173,4337
169955,5218,4392
169956,5156,4343
169957,5232,4380
169958,5158,4343
169959,5201,4399
169960,5207,4350
169961,5216,4362
169962,5212,4357
169963,5186,4337
169964,5212,4368
169965,5207,4348
169966,5193,4337
169967,5199,4399
169968,5215,4410
169969,5173,4330
169970,5191,4337
169971,5206,4396
169972,5206,4399
169973,5196,4336
169974,5149,4327
169975,5232,4388
169976,5206,4342
169977,5186,4330
169978,5232,4369
169979,5227,4361
169980,5181,4329
169981,5206,4389
169982,5196,4330
169983,5148,4322
169984,5202,4342
169985,5157,4327
169986,5163,4329
169987,5227,4359
169988,5207,4336
169989,5191,4330
169990,5247,4385
169991,5219,4348
169992,5186,4323
169993,5224,4389
169994,5157,4325
169995,5162,4327
169996,5147,4318
169997,5209,4336
169998,5232,4361
169999,5221,4347
170000,5191,4332
170001,5160,4331
170002,5162,4325
170003,5232,4399
170004,5142,4324
170005,5211,4336
170006,5232,4358
170007,5146,4315
170008,5219,4343
170009,5252,4387
170010,5206,4330
170011,5156,4320
170012,5186,4318
170013,5209,4341
170014,5222,4353
170015,5232,4404
170016,5265,4516
170017,5931,5366
170018,4163,5878
170019,3167,4605
170020,3176,4609
170021,4886,4031
170022,4887,4029
170023,4480,3511
170024,4490,3497
170025,4491,3495
170026,4492,3493
170027,4490,3491
170028,4494,3490
170029,4490,3488
170030,4491,3486
170031,4499,3490
170032,4498,3496
170033,4498,3487
170034,4500,3505
170035,4500,3499
170036,4503,3495
170037,4504,3496
170038,4503,3503
170039,4483,3476
170040,4504,3481
170041,4481,3473
170042,4482,3472
170043,4485,3471
170044,4512,3517
170045,4513,3525
170046,4490,3469
170047,4483,3466
170048,4518,3515
170049,4517,3517
170050,4523,3515
170051,4518,3520
170052,4514,3515
170053,4494,3477
170054,4492,3462
170055,4501,3471
170056,4526,3512
170057,4490,3457
170058,4528,3521
170059,4523,3528
170060,4533,3502
170061,4530,3524
170062,4523,3541
170063,4486,3459
170064,4531,3504
170065,4537,3502
170066,4536,3505
170067,4483,3460
170068,4535,3528
170069,4533,3508
170070,4528,3538
170071,4543,3491
170072,4540,3516
170073,4532,3545
170074,4496,3446
170075,4535,3522
170076,4547,3495
170077,4544,3519
170078,4537,3542
170079,4536,3555
170080,4542,3522
170081,4537,3561
170082,4534,3493
170083,4538,3553
170084,4499,3438
170085,4494,3437
170086,4554,3520
170087,4541,3565
170088,4541,3556
170089,4557,3498
170090,4553,3526
170091,4534,3484
170092,4495,3432
170093,4544,3566
170094,4541,3572
170095,4488,3444
170096,4560,3503
170097,4546,3571
170098,4491,3431
170099,4546,3561
170100,4548,3546
170101,4544,3572
170102,4548,3569
170103,4557,3489
170104,4560,3530
170105,4550,3568
170106,4547,3558
170107,4509,3450
170108,4563,3498
170109,4551,3548
170110,4512,3465
170111,4550,3565
170112,4533,3474
170113,4567,3503
170114,4549,3566
170115,4511,3450
170116,4552,3576
170117,4552,3488
170118,4489,3424
170119,4554,3567
170120,4536,3474
170121,4545,3477
170122,4511,3461
170123,4490,3424
170124,4565,3491
170125,4538,3474
170126,4510,3446
170127,4566,3491
170128,4547,3583
170129,4557,3573
170130,4565,3538
170131,4567,3537
170132,4567,3495
170133,4508,3442
170134,4550,3480
170135,4554,3548
170136,4571,3489
170137,4552,3472
170138,4498,3422
170139,4511,3440
170140,4543,3470
170141,5420,4711
170142,3768,5372
170143,3769,5368
170144,3767,5366
170145,3768,5363
170146,3777,5356
170147,3773,5348
170148,3783,5350
170149,3752,5350
170150,3788,5347
170151,3787,5357
170152,3789,5352
170153,3792,5345
170154,3776,5338
170155,3773,5331
170156,3800,5333
170157,3781,5326
170158,3805,5338
170159,3793,5329
170160,3760,5336
170161,3802,5342
170162,3759,5333
170163,3790,5335
170164,3809,5321
170165,3812,5331
170166,3815,5338
170167,3798,5347
170168,3754,5341
170169,3812,5317
170170,3811,5346
170171,3816,5345
170172,3820,5334
170173,3794,5351
170174,3814,5313
170175,3817,5322
170176,3818,5320
170177,3807,5352
170178,3791,5355
170179,3823,5343
170180,3790,5355
170181,3825,5342
170182,3823,5347
170183,3793,5357
170184,3805,5357
170185,3819,5304
170186,3829,5339
170187,3829,5323
170188,3810,5359
170189,3820,5353
170190,3799,5362
170191,3826,5320
170192,3818,5357
170193,3834,5328
170194,3826,5297
170195,3815,5364
170196,3835,5345
170197,3830,5305
170198,3820,5325
170199,3838,5314
170200,3839,5342
170201,3823,5294
170202,3819,5368
170203,3835,5361
170204,3832,5309
170205,3834,5314
170206,3836,5313
170207,3843,5353
170208,3834,5310
170209,3842,5338
170210,3838,5363
170211,3845,5356
170212,3843,5320
170213,3836,5290
170214,3840,5365
170215,3824,5373
170216,3846,5324
170217,3847,5358
170218,3846,5342
170219,3845,5318
170220,3815,5286
170221,3846,5350
170222,3826,5376
170223,3848,5334
170224,3849,5352
170225,3848,5306
170226,3840,5294
170227,3832,5285
170228,3841,5371
170229,3851,5361
170230,3828,5378
170231,3843,5285
170232,3819,5283
170233,3851,5331
170234,3850,5313
170235,3844,5300
170236,3845,5288
170237,3843,5376
170238,3846,5283
170239,3831,5382
170240,3853,5311
170241,3854,5365
170242,3853,5301
170243,3845,5289
170244,3823,5286
170245,3853,5342
170246,3847,5284
170247,3806,5278
170248,3856,5315
170249,3848,5286
170250,3847,5380
170251,3808,5277
170252,3850,5295
170253,3858,5369
170254,3834,5387
170255,3858,5307
170256,3858,5297
170257,3804,5298
170258,3859,5312
170259,3851,5283
170260,4711,3805
170261,4714,3802
170262,5269,4518
170263,5268,4516
170264,5272,4515
170265,5272,4513
170266,5272,4512
170267,5272,4510
170268,5269,4513
170269,5265,4508
170270,5273,4508
170271,5269,4511
170272,5280,4511
170273,5272,4506
170274,5276,4508
170275,5272,4504
170276,5270,4506
170277,5275,4506
170278,5270,4505
170279,5274,4504
170280,5279,4503
170281,5287,4501
170282,5303,4495
170283,5306,4494
170284,5304,4499
170285,5309,4492
170286,5312,4492
170287,5312,4495
170288,5312,4500
170289,5303,4482
170290,5315,4494
170291,5319,4490
170292,5322,4489
170293,5318,4499
170294,5319,4486
170295,5308,4508
170296,5323,4485
170297,5312,4508
170298,5309,4511
170299,5319,4480
170300,5330,4490
170301,5332,4491
170302,5335,4492
170303,5341,4493
170304,5331,4482
170305,5336,4484
170306,5326,4505
170307,5345,4493
170308,5324,4507
170309,5348,4494
170310,5341,4500
170311,5323,4507
170312,5345,4498
170313,5326,4511
170314,5346,4501
170315,5347,4499
170316,5337,4509
170317,5347,4498
170318,5350,4501
170319,5360,4497
170320,5336,4515
170321,5363,4497
170322,5363,4499
170323,5348,4511
170324,5368,4493
170325,5359,4501
170326,5369,4495
170327,5355,4486
170328,5347,4516
170329,5370,4491
170330,5356,4486
170331,5370,4493
170332,5368,4496
170333,5357,4488
170334,5372,4498
170335,5368,4488
170336,5374,4487
170337,5367,4486
170338,5375,4487
170339,5371,4486
170340,5363,4482
170341,5378,4485
170342,5379,4484
170343,5379,4492
170344,5378,4481
170345,5376,4479
170346,5384,4480
170347,5385,4479
170348,5386,4479
170349,5386,4473
170350,5391,4489
170351,5391,4468
170352,5400,4480
170353,5890,2540
170354,4899,4044
170355,4884,4026
170356,5216,4449
170357,5222,4449
170358,5220,4454
170359,5226,4447
170360,5099,4300
170361,4408,6188
170362,4554,3603
170363,4558,3604
170364,4160,5869
170365,5911,2566
170366,5161,4377
170367,4210,5932
170368,4210,5930
170369,4211,5930
170370,4212,5922
170371,4217,5910
170372,4239,5915
170373,4242,5912
170374,4243,5911
170375,4243,5919
170376,4242,5924
170377,4243,5924
170378,4251,5913
170379,4249,5905
170380,4246,5922
170381,4245,5927
170382,4250,5904
170383,4246,5922
170384,4238,5927
170385,4238,5927
170386,4238,5929
170387,4257,5915
170388,4242,5897
170389,4249,5900
170390,4255,5911
170391,4245,5894
170392,4262,5912
170393,4255,5899
170394,4243,5891
170395,4263,5910
170396,4231,5936
170397,4258,5929
170398,4247,5888
170399,4266,5907
170400,4258,5894
170401,4228,5938
170402,4239,5895
170403,4260,5893
170404,4251,5938
170405,4251,5938
170406,4228,5936
170407,4255,5893
170408,4248,5882
170409,4251,5936
170410,4270,5904
170411,4236,5898
170412,4236,5882
170413,4264,5890
170414,4228,5931
170415,4268,5927
170416,4241,5879
170417,4274,5900
170418,4244,5876
170419,4233,5879
170420,4258,5886
170421,4270,5929
170422,4228,5927
170423,4232,5886
170424,4252,5948
170425,4225,5935
170426,4269,5886
170427,4254,5949
170428,4274,5921
170429,4231,5875
170430,4230,5881
170431,4278,5896
170432,4230,5874
170433,4257,5872
170434,4252,5950
170435,4254,5941
170436,4280,5915
170437,4227,5875
170438,4221,5940
170439,4237,5893
170440,4227,5872
170441,4220,5941
170442,4275,5892
170443,4273,5879
170444,4280,5919
170445,4252,5867
170446,4283,5891
170447,4249,5955
170448,4223,5876
170449,4249,5955
170450,4249,5956
170451,4223,5872
170452,4268,5875
170453,4276,5876
170454,4263,5872
170455,4285,5910
170456,4285,5919
170457,4265,5869
170458,4220,5876
170459,4246,5952
170460,4278,5926
170461,4280,5887
170462,4234,5869
170463,4287,5886
170464,4244,5958
170465,4217,5876
170466,4289,5907
170467,4244,5950
170468,4268,5864
170469,4281,5872
170470,4238,5869
170471,4291,5925
170472,4274,5867
170473,4284,5869
170474,4243,5866
170475,4285,5867
170476,4294,5902
170477,4287,5931
170478,4295,5921
170479,4241,5941
170480,4279,5867
170481,4233,5958
170482,4294,5931
170483,4226,5859
170484,4239,5940
170485,3698,2509
170486,5131,4338
170487,5954,2617
170488,3647,5211
170489,3649,5214
170490,3644,5207
170491,1793,2842
170492,5441,4731
170493,5333,7364
170494,6130,2841
170495,4517,3551
170496,5435,4723
170497,5937,5364
170498,5591,7691
170499,5591,7689
170500,5601,7691
170501,5890,5303
170502,5918,2569
170503,5926,2573
170504,5925,2576
170505,5932,2576
170506,5930,2567
170507,5932,2577
170508,5933,2578
170509,5935,2578
170510,5924,2563
170511,5937,2561
170512,5938,2578
170513,5940,2573
170514,5929,2556
170515,5941,2569
170516,5954,2580
170517,5944,2563
170518,5948,2569
170519,5952,2576
170520,5955,2577
170521,5949,2564
170522,5965,2582
170523,5965,2578
170524,5967,2588
170525,5970,2590
170526,5960,2579
170527,5970,2585
170528,5972,2591
170529,5973,2586
170530,5970,2594
