i,x,y
37476,4103,2249
37477,4070,2209
37478,4083,2203
37479,4046,2187
37480,4096,2199
37481,4087,2202
37482,4104,2254
37483,4102,2242
37484,4067,2204
37485,4110,2247
37486,4068,2195
37487,4051,2182
37488,4065,2215
37489,4073,2194
37490,4109,2253
37491,4050,2180
37492,4078,2193
37493,4105,2261
37494,4097,2256
37495,4079,2193
37496,4108,2240
37497,4060,2203
37498,4064,2197
37499,4066,2190
37500,4048,2178
37501,4102,2261
37502,4082,2192
37503,4104,2188
37504,4104,2266
37505,4048,2175
37506,4063,2191
37507,4058,2197
37508,4107,2185
37509,4063,2185
37510,4113,2265
37511,4060,2186
37512,4109,2182
37513,4066,2180
37514,4056,2170
37515,4070,2178
37516,4109,2278
37517,4113,2176
37518,4109,2281
37519,4073,2175
37520,4073,2174
37521,4065,2164
37522,4119,2167
37523,4120,2167
37524,4076,2157
37525,4078,2159
37526,4067,2150
37527,4084,2169
37528,4064,2149
37529,4134,2148
37530,4135,2146
37531,4060,2148
37532,4084,2174
37533,4086,2175
37534,4076,2142
37535,4065,2157
37536,4126,2149
37537,4138,2141
37538,4087,2174
37539,4075,2141
37540,4079,2174
37541,4054,2146
37542,4068,2156
37543,6035,2036
37544,6035,2032
37545,6039,2033
37546,5381,6741
37547,5451,6830
37548,5453,6830
37549,5453,6827
37550,5457,6827
37551,5415,6782
37552,5338,6682
37553,5735,7190
37554,4591,2959
37555,4825,3257
37556,5536,6935
37557,5547,6935
37558,5547,6932
37559,5547,6940
37560,5547,6930
37561,5542,6930
37562,5547,6922
37563,5534,6929
37564,5558,6923
37565,5542,6916
37566,5558,6936
37567,5558,6937
37568,5560,6940
37569,5558,6942
37570,5573,6936
37571,5558,6944
37572,5553,6947
37573,5558,6949
37574,5558,6953
37575,5583,6944
37576,5567,6958
37577,5578,6953
37578,5606,6939
37579,5606,6936
37580,5614,6939
37581,5615,6939
37582,5615,6936
37583,5606,6954
37584,5615,6945
37585,5615,6932
37586,5615,6928
37587,5627,6939
37588,5630,6939
37589,5628,6936
37590,5607,6913
37591,5629,6933
37592,5634,6940
37593,5630,6928
37594,5638,6942
37595,5636,6936
37596,5641,6943
37597,5629,6947
37598,5632,6924
37599,5607,6900
37600,5640,6936
37601,5623,6912
37602,5639,6927
37603,5632,6952
37604,5607,6896
37605,5649,6945
37606,5639,6952
37607,5641,6925
37608,5598,6900
37609,5612,6896
37610,5627,6954
37611,5649,6933
37612,5607,6890
37613,5618,6952
37614,5647,6951
37615,5649,6936
37616,5649,6938
37617,5597,6896
37618,5615,6954
37619,5649,6928
37620,5623,6956
37621,5603,6890
37622,5619,6956
37623,5650,6928
37624,5644,6950
37625,5647,6955
37626,5649,6926
37627,5607,6884
37628,5623,6958
37629,5623,6900
37630,5644,6938
37631,5662,6945
37632,5597,6889
37633,5638,6965
37634,5628,6964
37635,5652,6955
37636,5633,6969
37637,5602,6884
37638,5623,6896
37639,5607,6879
37640,5619,6964
37641,5612,6882
37642,5642,6965
37643,5597,6886
37644,5638,6969
37645,5647,6964
37646,5652,6950
37647,5608,6875
37648,5602,6879
37649,5669,6945
37650,5638,6971
37651,5658,6955
37652,5612,6878
37653,5662,6936
37654,5617,6882
37655,5643,6970
37656,5597,6880
37657,5615,6969
37658,5647,6969
37659,5637,6900
37660,5669,6950
37661,5609,6869
37662,5658,6960
37663,5579,6896
37664,5661,6958
37665,5635,6897
37666,5615,6973
37667,5597,6875
37668,5672,6949
37669,5623,6882
37670,5614,6974
37671,5620,6875
37672,5617,6889
37673,5658,6964
37674,4942,6176
37675,4949,6167
37676,4945,6164
37677,4942,6161
37678,5378,6733
37679,1776,2131
37680,6026,7560
37681,6056,2059
37682,5262,6584
37683,3463,4286
37684,6090,2100
37685,5437,6806
37686,5437,6800
37687,5443,6800
37688,5452,6800
37689,5456,6800
37690,5459,6800
37691,5461,6800
37692,5452,6810
37693,5456,6809
37694,5457,6809
37695,5459,6809
37696,5456,6804
37697,5458,6820
37698,5460,6781
37699,5453,6820
37700,5453,6817
37701,5460,6774
37702,5487,6800
37703,5486,6804
37704,5485,6796
37705,5461,6768
37706,5490,6804
37707,5495,6799
37708,5483,6792
37709,5461,6764
37710,5465,6769
37711,5489,6811
37712,5481,6811
37713,5486,6811
37714,5482,6787
37715,5474,6796
37716,5490,6816
37717,5476,6811
37718,5472,6771
37719,5484,6783
37720,5475,6772
37721,5485,6781
37722,5508,6799
37723,5490,6820
37724,5473,6766
37725,5491,6787
37726,5469,6792
37727,5436,6775
37728,5470,6811
37729,5511,6799
37730,5488,6782
37731,5479,6773
37732,5476,6767
37733,5478,6780
37734,5476,6820
37735,5485,6775
37736,5495,6820
37737,5474,6762
37738,5467,6811
37739,5515,6799
37740,5471,6815
37741,5487,6827
37742,5511,6795
37743,5479,6768
37744,5477,6778
37745,5508,6794
37746,5515,6803
37747,5500,6820
37748,5486,6830
37749,5477,6825
37750,5474,6785
37751,5469,6820
37752,5481,6825
37753,5493,6827
37754,5501,6817
37755,5469,6777
37756,5488,6835
37757,5503,6793
37758,5476,6830
37759,5515,6808
37760,5473,6825
37761,5468,6777
37762,5523,6799
37763,5521,6803
37764,5514,6789
37765,5496,6778
37766,5522,6804
37767,5507,6803
37768,5499,6827
37769,5492,6835
37770,5527,6799
37771,5511,6782
37772,5476,6835
37773,5496,6782
37774,5507,6818
37775,5523,6794
37776,5501,6780
37777,5520,6789
37778,5508,6782
37779,5480,6835
37780,5514,6782
37781,5473,6835
37782,5503,6780
37783,5516,6809
37784,5499,6832
37785,5501,6803
37786,5505,6781
37787,5528,6794
37788,5534,6799
37789,5520,6794
37790,5522,6814
37791,5519,6783
37792,5538,6799
37793,5533,6794
37794,5519,6813
37795,5523,6783
37796,5485,6749
37797,5515,6818
37798,5500,6844
37799,5545,6799
37800,5546,6799
37801,5478,6750
37802,5533,6785
37803,5638,7063
37804,1796,2155
37805,537,547
37806,1781,2135
37807,6099,2110
37808,8694,8195
37809,3467,4286
37810,5503,6886
37811,1744,2084
37812,1751,2082
37813,1751,2086
37814,1750,2087
37815,1763,2085
37816,1767,2085
37817,1770,2085
37818,1770,2084
37819,1771,2084
37820,1772,2086
37821,1774,2084
37822,1774,2087
37823,1775,2084
37824,1775,2083
37825,1777,2084
37826,1772,2078
37827,1777,2082
37828,1771,2091
37829,1768,2073
37830,1779,2085
37831,1774,2078
37832,1774,2077
37833,1769,2071
37834,1776,2079
37835,1779,2094
37836,1767,2067
37837,1782,2094
37838,1776,2067
37839,1783,2100
37840,1774,2067
37841,1772,2066
37842,1774,2064
37843,1786,2098
37844,1771,2064
37845,1781,2058
37846,1785,2058
37847,1785,2057
37848,1784,2054
37849,1786,2053
37850,1788,2057
37851,1787,2050
37852,1803,2115
37853,1780,2044
37854,1808,2118
37855,1810,2105
37856,1809,2112
37857,1814,2124
37858,1811,2110
37859,1807,2109
37860,1810,2109
37861,1817,2123
37862,1816,2127
37863,1816,2129
37864,1816,2111
37865,1800,2133
37866,1839,2127
37867,1839,2130
37868,1839,2131
37869,1842,2127
37870,1839,2133
37871,1844,2126
37872,1839,2133
37873,1844,2125
37874,1845,2126
37875,1846,2126
37876,1839,2123
37877,1846,2126
37878,1839,2124
37879,1846,2124
37880,1838,2122
37881,1835,2136
37882,1850,2126
37883,1846,2134
37884,1831,2133
37885,1851,2130
37886,1850,2123
37887,1852,2132
37888,1830,2140
37889,1849,2130
37890,1848,2142
37891,1857,2125
37892,1828,2122
37893,1831,2113
37894,1853,2146
37895,1854,2146
37896,1829,2109
37897,1818,2134
37898,1848,2147
37899,1826,2112
37900,1849,2149
37901,1854,2112
37902,1847,2143
37903,1841,2108
37904,1867,2135
37905,1866,2136
37906,1822,2103
37907,1864,2134
37908,1869,2137
37909,1822,2100
37910,1862,2136
37911,1821,2101
37912,1821,2099
37913,1871,2140
37914,1849,2110
37915,1841,2161
37916,1848,2103
37917,1873,2144
37918,1816,2098
37919,1844,2164
37920,1849,2165
37921,1874,2135
37922,1848,2165
37923,1849,2166
37924,1848,2166
37925,1841,2167
37926,1832,2163
37927,1846,2162
37928,1814,2085
37929,4035,2240
37930,7832,4320
37931,7795,4246
37932,7905,4366
37933,7956,4317
37934,7982,4295
37935,7988,4284
37936,8020,4256
37937,7944,4269
37938,8021,4243
37939,7917,4250
37940,8008,4306
37941,8062,4243
37942,8062,4240
37943,8004,4313
37944,7851,4206
37945,8071,4243
37946,8071,4240
37947,8078,4244
37948,8066,4238
37949,8078,4242
37950,8082,4244
37951,8063,4237
37952,8005,4337
37953,8021,4340
37954,8082,4187
37955,8071,4324
37956,8020,4163
37957,8018,4088
37958,8042,4078
37959,8045,4073
37960,7996,4054
37961,7996,4052
37962,7995,4051
37963,7995,4050
37964,7989,4051
37965,7986,4053
37966,7993,4035
37967,8007,4031
37968,7996,4021
37969,8004,4020
37970,7997,4010
37971,8040,4048
37972,7943,4059
37973,8055,4046
37974,8063,4045
37975,8065,4045
37976,8066,4045
37977,8068,4063
37978,7922,4067
37979,8071,4065
37980,8065,4041
37981,8079,4053
37982,8063,4031
37983,8082,4042
37984,8082,4074
37985,8078,4040
37986,8060,4020
37987,7898,4070
37988,8073,4019
37989,8068,4013
37990,7882,4077
37991,7883,4090
37992,7833,4086
37993,7833,4106
37994,7826,4112
37995,7811,4094
37996,7808,4143
37997,7797,4147
37998,7684,4115
37999,7678,4119
38000,5077,6341
38001,5080,6333
38002,4933,6156
38003,5661,7085
38004,5661,7081
38005,5661,7059
38006,5661,7055
38007,5665,7054
38008,5661,7051
38009,5667,7055
38010,5669,7055
38011,5668,7049
38012,5663,7050
38013,5673,7050
38014,5679,7049
38015,5687,7054
38016,5679,7043
38017,5687,7049
38018,5692,7059
38019,5663,7085
38020,5687,7042
38021,5666,7084
38022,5678,7035
38023,5667,7085
38024,5699,7054
38025,5683,7042
38026,5670,7085
38027,5687,7037
38028,5702,7054
38029,5699,7051
38030,5666,7091
38031,5667,7080
38032,5705,7054
38033,5675,7085
38034,5702,7054
38035,5706,7054
38036,5689,7074
38037,5699,7045
38038,5709,7054
38039,5667,7074
38040,5673,7092
38041,5674,7088
38042,5705,7060
38043,5699,7042
38044,5684,7074
38045,5712,7054
38046,5712,7053
38047,5704,7045
38048,5714,7054
38049,5704,7046
38050,5684,7085
38051,5689,7082
38052,5711,7051
38053,5710,7053
38054,5716,7054
38055,5704,7043
38056,5704,7066
38057,5711,7050
38058,5713,7050
38059,5684,7080
38060,5711,7060
38061,5689,7085
38062,5713,7049
38063,5713,7048
38064,5708,7049
38065,5714,7052
38066,5700,7066
38067,5711,7048
38068,5714,7054
38069,5721,7054
38070,5711,7047
38071,5716,7052
38072,5695,7081
38073,5716,7049
38074,5703,7071
38075,5714,7045
38076,5711,7049
38077,5716,7053
38078,5708,7053
38079,5709,7046
38080,5704,7049
38081,5697,7081
38082,5716,7047
38083,5715,7045
38084,5709,7053
38085,5708,7045
38086,5724,7054
38087,5706,7053
38088,5710,7046
38089,5704,7050
38090,5704,7047
38091,5716,7045
38092,5700,7070
38093,5711,7044
38094,5725,7054
38095,5702,7075
38096,5710,7043
38097,5718,7045
38098,5715,7042
38099,5695,7076
38100,5726,7053
38101,5699,7085
38102,5712,7042
38103,5720,7045
38104,5729,7054
38105,5703,7081
38106,5718,7042
38107,5729,7052
38108,5725,7059
38109,5726,7049
38110,5729,7053
38111,5725,7049
38112,5727,7049
38113,5729,7054
38114,5720,7042
38115,5724,7045
38116,5680,7096
38117,5727,7049
38118,5706,7081
38119,5724,7048
38120,5725,7044
38121,4035,2238
38122,5653,7075
38123,5657,7079
38124,4967,3429
38125,4971,3429
38126,4967,3424
38127,4970,3431
38128,4976,3417
38129,4994,3436
38130,3208,3952
38131,3333,4112
38132,4798,5983
38133,4799,5977
38134,4804,5980
38135,4792,5972
38136,4791,5968
38137,4801,5966
38138,4798,5967
38139,4794,5967
38140,4804,5966
38141,4806,5966
38142,4812,5965
38143,4808,5955
38144,4803,5954
38145,4818,5964
38146,4815,5959
38147,4793,5950
38148,4798,5952
38149,4823,5963
38150,4820,5960
38151,4826,5962
38152,4828,5963
38153,4813,5943
38154,4808,5943
38155,4803,5942
38156,4817,5944
38157,4832,5962
38158,4804,5938
38159,4817,5939
38160,4837,5961
38161,4822,5946
38162,4814,5984
38163,4828,5946
38164,4836,5966
38165,4819,5986
38166,4844,5960
38167,4829,5941
38168,4836,5971
38169,4824,5986
38170,4830,5979
38171,4844,5967
38172,4851,5959
38173,4828,5986
38174,4835,5978
38175,4850,5962
38176,4843,5971
38177,4817,5998
38178,4838,5977
38179,4841,5974
38180,4859,5958
38181,4849,5968
38182,4827,5995
38183,4821,6001
38184,4842,5981
38185,4833,5987
38186,4858,5954
38187,4831,5995
38188,4848,5977
38189,4825,6004
38190,4849,5977
38191,4837,5988
38192,4847,5981
38193,4851,5955
38194,4852,5978
38195,4836,5996
38196,4841,5988
38197,4829,6007
38198,4871,5957
38199,4851,5981
38200,4858,5943
38201,4870,5960
38202,4846,5988
38203,4871,5960
38204,4860,5978
38205,4862,5943
38206,4849,5989
38207,4868,5963
38208,4852,5943
38209,4850,5989
38210,4848,5998
38211,4871,5967
38212,4867,5943
38213,4849,5991
38214,4866,5979
38215,4848,5999
38216,4885,5956
38217,4870,5943
38218,4851,5949
38219,4864,5970
38220,4876,5967
38221,4858,5930
38222,4871,5978
38223,4890,5956
38224,4854,5934
38225,4875,5943
38226,4876,5970
38227,4862,5930
38228,4854,5930
38229,4859,5998
38230,4894,5955
38231,4883,5967
38232,4880,5942
38233,4851,5962
38234,4867,5930
38235,4859,6000
38236,4850,5930
38237,4896,5955
38238,4885,5943
38239,4898,5955
38240,4870,5929
38241,4850,5934
38242,4865,5998
38243,4851,5969
38244,4883,5962
38245,4871,5989
38246,4870,5927
38247,4844,5931
38248,4901,5954
38249,4890,5942
38250,5457,6825
38251,3435,4241
38252,4024,2222
38253,6054,2045
38254,6056,2045
38255,6058,2045
38256,6076,2044
38257,6080,2044
38258,6080,2043
38259,6076,2041
38260,6088,2043
38261,6088,2043
38262,6090,2044
38263,6091,2039
38264,6092,2037
38265,6106,2044
38266,6106,2044
38267,6106,2048
38268,6090,2068
38269,6111,2048
38270,6100,2049
38271,6115,2045
38272,6112,2025
38273,6112,2025
38274,6090,2073
38275,6100,2053
38276,6112,2024
38277,6110,2053
38278,6095,2049
38279,6096,2068
38280,6098,2068
38281,6116,2025
38282,6097,2066
38283,6116,2025
38284,6114,2054
38285,6090,2078
38286,6105,2054
38287,6110,2059
38288,6095,2066
38289,6102,2068
38290,6100,2066
38291,6112,2053
38292,6097,2073
38293,6117,2055
38294,6109,2062
38295,6102,2071
38296,6106,2059
38297,6095,2058
38298,6119,2055
38299,6094,2073
38300,6121,2055
38301,6097,2078
38302,6113,2061
38303,6106,2061
38304,6106,2071
38305,6109,2068
38306,6108,2068
38307,6100,2058
38308,6100,2058
38309,6134,2047
38310,6116,2062
38311,6118,2061
38312,6098,2082
38313,6093,2078
38314,6125,2057
38315,6110,2072
38316,6100,2061
38317,6098,2085
38318,6094,2082
38319,6114,2071
38320,6118,2069
38321,6119,2069
38322,6117,2072
38323,6102,2087
38324,6094,2087
38325,6117,2070
38326,6117,2075
38327,6106,2087
38328,6118,2075
38329,6081,2030
38330,6110,2087
38331,6122,2074
38332,6113,2082
38333,6122,2072
38334,6154,2049
38335,6117,2082
38336,6113,2087
38337,6151,2023
38338,6128,2075
38339,6117,2087
38340,6153,2023
38341,6123,2082
38342,6137,2069
38343,6129,2071
38344,6126,2082
38345,6132,2071
38346,6126,2087
38347,6136,2072
38348,6129,2087
38349,6132,2087
38350,6176,2053
38351,6153,2079
38352,6197,2025
38353,6205,2056
38354,6204,2025
38355,6210,2056
38356,6206,2025
38357,6216,2058
38358,6206,2032
38359,6221,2058
38360,6200,2073
38361,6196,2073
38362,6226,2059
38363,6206,2073
38364,6226,2025
38365,6231,2059
38366,6211,2074
38367,6225,2030
38368,6236,2060
38369,6216,2075
38370,6228,2018
38371,5590,6992
38372,3850,7539
38373,4815,6001
38374,4954,3410
38375,4966,3396
38376,4972,3396
38377,4970,3388
38378,4949,3399
38379,1784,2131
38380,1784,2130
38381,1789,2127
38382,1791,2129
38383,6056,2047
38384,5537,6923
38385,4813,5998
38386,4813,5997
38387,5855,7328
38388,4969,6196
38389,4035,2233
38390,3337,4111
38391,3337,4108
38392,3340,4109
38393,3340,4111
38394,5222,6519
38395,7674,4110
38396,7681,4106
38397,7833,4078
38398,7835,4077
38399,3205,3942
38400,5746,7187
38401,4966,3419
38402,4964,3408
38403,4972,3407
38404,9267,8913
38405,6575,2704
38406,6566,2686
38407,6545,2628
38408,6565,2609
38409,6577,2609
38410,6617,2625
38411,6615,2576
38412,6618,2559
38413,6619,2650
38414,6614,2557
38415,6614,2566
38416,6619,2657
38417,6611,2550
38418,6630,2668
38419,6617,2496
38420,6621,2495
38421,6618,2490
38422,6621,2488
38423,6628,2493
38424,6630,2492
38425,6628,2499
38426,6635,2491
38427,6619,2477
38428,6619,2476
38429,6621,2477
38430,6621,2476
38431,6629,2507
38432,6622,2515
38433,6614,2459
38434,6622,2533
38435,6622,2541
38436,6634,2530
38437,6622,2549
38438,6676,2479
38439,6676,2505
38440,6614,2435
38441,6633,2522
38442,6676,2475
38443,6622,2556
38444,6615,2549
38445,6631,2550
38446,6622,2558
38447,6650,2525
38448,6676,2467
38449,6676,2491
38450,6643,2552
38451,6676,2517
38452,6638,2553
38453,6670,2519
38454,6694,2473
38455,6637,2549
38456,6696,2499
38457,6668,2512
38458,6658,2497
38459,6695,2486
38460,6714,2461
38461,6715,2505
38462,6713,2455
38463,6714,2455
38464,6714,2456
38465,6714,2500
38466,6717,2455
38467,6716,2511
38468,6714,2471
38469,6715,2501
38470,6717,2454
38471,6717,2511
38472,6720,2455
38473,6720,2453
38474,6721,2508
38475,6717,2449
38476,6720,2501
38477,6720,2503
38478,6726,2455
38479,6720,2449
38480,6718,2521
38481,6719,2520
38482,6719,2521
38483,6726,2451
38484,6722,2521
38485,6721,2518
38486,6729,2501
38487,6726,2448
38488,6730,2501
38489,6724,2516
38490,6726,2521
38491,6733,2449
38492,6730,2504
38493,6733,2501
38494,6721,2527
38495,6728,2521
38496,6731,2448
38497,6726,2514
38498,6735,2501
38499,6709,2528
38500,6728,2449
38501,6710,2528
38502,6731,2521
38503,6728,2516
38504,6735,2498
38505,6733,2496
38506,6730,2442
38507,6731,2518
38508,6735,2521
38509,6742,2450
38510,6742,2501
38511,6732,2492
38512,6739,2445
38513,6731,2492
38514,6734,2492
38515,6735,2517
38516,6744,2447
38517,6715,2421
38518,6745,2452
38519,6739,2521
38520,6730,2437
38521,6738,2492
38522,6745,2446
38523,3203,3937
38524,5478,6841
38525,5482,6841
38526,5488,6841
38527,6036,7555
38528,6038,7554
38529,6039,7554
38530,6040,7554
38531,6041,7554
38532,6042,7554
38533,6038,7549
38534,6103,2099
38535,6107,2095
38536,6113,2095
38537,6125,2098
38538,6127,2095
38539,6131,2101
38540,6131,2106
38541,6131,2098
38542,6131,2109
38543,6032,7548
38544,6080,7609
38545,4933,3374
38546,6068,2053
38547,5482,6845
38548,6085,4845
38549,6088,4837
38550,6088,4834
38551,6084,4825
38552,6099,4828
38553,6104,4830
38554,6106,4829
38555,6106,4831
38556,6105,4832
38557,6108,4836
38558,6107,4836
38559,6109,4836
38560,6099,4835
38561,6109,4840
38562,6098,4838
38563,6115,4848
38564,6089,4816
38565,6108,4822
38566,6089,4817
38567,6113,4849
38568,6116,4850
38569,6113,4851
38570,6087,4811
38571,6114,4823
38572,6108,4852
38573,6116,4856
38574,6089,4827
38575,6108,4843
38576,6118,4854
38577,6117,4861
38578,6109,4861
38579,6073,4794
38580,6074,4792
38581,6081,4794
38582,6081,4801
38583,6080,4792
38584,6083,4799
38585,3436,4231
38586,3436,4229
38587,3438,4227
38588,3439,4226
38589,3437,4224
38590,3440,4224
38591,3439,4232
38592,3440,4225
38593,3438,4220
38594,3444,4220
38595,3437,4217
38596,3443,4218
38597,3439,4217
38598,3433,4215
38599,3435,4214
38600,3435,4213
38601,3448,4223
38602,3438,4214
38603,3435,4213
38604,3449,4224
38605,3447,4215
38606,3432,4212
38607,3434,4211
38608,3438,4212
38609,3436,4211
38610,3442,4212
38611,3448,4227
38612,3438,4211
38613,3450,4211
38614,3453,4227
38615,3442,4210
38616,3452,4218
38617,3433,4206
38618,3446,4211
38619,3451,4207
38620,3451,4206
38621,3448,4229
38622,3455,4214
38623,3435,4201
38624,3435,4201
38625,3452,4203
38626,3448,4203
38627,3457,4211
38628,3449,4202
38629,3454,4200
38630,3447,4201
38631,3444,4201
38632,3443,4207
38633,3461,4206
38634,3442,4200
38635,3455,4195
38636,3439,4199
38637,3464,4202
38638,3457,4191
38639,3457,4190
38640,3468,4218
38641,3451,4189
38642,3467,4197
38643,3459,4184
38644,3448,4188
38645,3471,4214
38646,3473,4220
38647,3471,4193
38648,3474,4209
38649,3476,4218
38650,3461,4179
38651,3479,4224
38652,3473,4189
38653,3477,4205
38654,3481,4220
38655,3462,4174
38656,3483,4227
38657,3481,4239
38658,3476,4184
38659,3481,4201
38660,3485,4224
38661,3484,4216
38662,3466,4177
38663,3465,4168
38664,3479,4180
38665,3483,4196
38666,3487,4212
38667,3488,4234
38668,3491,4220
38669,3492,4229
38670,3470,4173
38671,3482,4176
38672,3467,4161
38673,3487,4191
38674,3490,4208
38675,3492,4239
38676,3492,4208
38677,3467,4158
38678,3455,4163
38679,3495,4232
38680,3473,4169
38681,3486,4171
38682,3489,4187
38683,3494,4235
38684,3497,4234
38685,3465,4156
38686,3493,4203
38687,3495,4204
38688,3499,4220
38689,3476,4164
38690,3493,4183
38691,3489,4167
38692,3471,4151
38693,3495,4247
38694,3468,4151
38695,3496,4199
38696,3455,4154
38697,3498,4200
38698,3501,4215
38699,3503,4205
38700,3472,4146
38701,3478,4159
38702,3492,4163
38703,3018,3696
38704,3017,3689
38705,3013,3686
38706,3035,3683
38707,3011,3660
38708,3051,3679
38709,3013,3654
38710,3015,3652
38711,3056,3678
38712,3018,3652
38713,3004,3649
38714,3006,3649
38715,3018,3648
38716,3022,3653
38717,3058,3672
38718,3023,3653
38719,3057,3670
38720,3022,3651
38721,3002,3641
38722,3051,3662
38723,3020,3643
38724,3028,3655
38725,3051,3660
38726,3032,3658
38727,3025,3643
38728,3055,3659
38729,3010,3639
38730,3033,3659
38731,3054,3658
38732,3045,3660
38733,3005,3636
38734,3026,3646
38735,3016,3636
38736,3040,3658
38737,3031,3641
38738,3057,3650
38739,3017,3627
38740,3028,3631
38741,3032,3646
38742,3012,3624
38743,3044,3715
38744,3056,3643
38745,3032,3632
38746,3013,3623
38747,3065,3650
38748,3034,3632
38749,3034,3632
38750,3050,3639
38751,3015,3620
38752,3017,3620
38753,3015,3619
38754,3013,3619
38755,3048,3639
38756,3037,3635
38757,3047,3639
38758,3054,3639
38759,3070,3650
38760,3030,3620
38761,3017,3615
38762,3029,3620
38763,3032,3622
38764,3057,3642
38765,3043,3631
38766,3064,3640
38767,3017,3612
38768,3051,3629
38769,3021,3614
38770,3051,3627
38771,3043,3628
38772,3019,3612
38773,3043,3642
38774,3050,3626
38775,3052,3625
38776,3064,3634
38777,3053,3628
38778,3034,3629
38779,3053,3622
38780,3076,3635
38781,3049,3621
38782,3017,3601
38783,3057,3623
38784,3065,3629
38785,3047,3620
38786,3079,3632
38787,3044,3619
38788,3020,3598
38789,3023,3599
38790,3073,3630
38791,3062,3624
38792,3022,3598
38793,3041,3617
38794,3062,3622
38795,3021,3596
38796,3023,3596
38797,3013,3594
38798,3027,3597
38799,3021,3596
38800,3074,3627
38801,3062,3620
38802,3060,3621
38803,3029,3596
38804,3029,3599
38805,3026,3593
38806,3036,3614
38807,3049,3608
38808,3031,3600
38809,3026,3591
38810,3028,3593
38811,3032,3598
38812,3067,3620
38813,3065,3619
38814,3034,3594
38815,3046,3606
38816,3070,3620
38817,3015,3588
38818,3048,3603
38819,3096,3635
38820,3045,3603
38821,3208,3938
38822,4829,6008
38823,6072,2056
38824,6072,2052
38825,6078,2052
38826,6072,2047
38827,6078,2048
38828,6085,2056
38829,6086,2066
38830,4949,6161
38831,3344,4110
38832,3344,4109
38833,3345,4102
38834,3348,4102
38835,3352,4102
38836,3345,4094
38837,3355,4103
38838,3347,4110
38839,3342,4094
38840,3349,4094
38841,3342,4091
38842,3359,4103
38843,3355,4107
38844,3353,4094
38845,3341,4098
38846,3347,4086
38847,3362,4103
38848,3356,4095
38849,3343,4087
38850,3358,4107
38851,3349,4086
38852,3343,4085
38853,3365,4103
38854,3358,4110
38855,3359,4095
38856,3343,4083
38857,3361,4108
38858,3353,4086
38859,3368,4103
38860,3363,4095
38861,3347,4077
38862,3365,4108
38863,3356,4087
38864,3334,4087
38865,3371,4102
38866,3342,4078
38867,3350,4077
38868,3366,4095
38869,3362,4110
38870,3360,4087
38871,3374,4104
38872,3335,4082
38873,3345,4072
38874,3369,4095
38875,3354,4077
38876,3359,4112
38877,3363,4087
38878,3371,4106
38879,3348,4072
38880,3372,4095
38881,3336,4076
38882,3331,4081
38883,3357,4077
38884,3341,4070
38885,3366,4087
38886,3380,4102
38887,3379,4096
38888,3375,4095
38889,3352,4072
38890,3360,4078
38891,3380,4098
38892,3327,4079
38893,3380,4097
38894,3354,4072
38895,3381,4094
38896,3369,4087
38897,3378,4095
38898,3378,4094
38899,3364,4078
38900,3372,4087
38901,3384,4096
38902,3358,4072
38903,3376,4087
38904,3368,4078
38905,3352,4063
38906,3382,4087
38907,3386,4094
38908,3379,4088
38909,3371,4109
38910,3383,4087
38911,3362,4071
38912,3370,4079
38913,3379,4087
38914,3356,4064
38915,3385,4087
38916,3388,4096
38917,3374,4079
38918,3387,4089
38919,3359,4064
38920,3383,4081
38921,3366,4068
38922,3377,4079
38923,3391,4093
38924,3362,4064
38925,3383,4079
38926,3393,4099
38927,3353,4054
38928,3389,4083
38929,3392,4091
38930,3380,4079
38931,3366,4064
38932,3389,4083
38933,3370,4066
38934,3394,4100
38935,3380,4106
38936,3356,4055
38937,3395,4098
38938,3395,4100
38939,3384,4102
38940,3394,4095
38941,3394,4096
38942,3396,4099
38943,3376,4073
38944,3349,4054
38945,3372,4066
38946,3392,4082
38947,3393,4087
38948,3359,4055
38949,499,476
38950,3354,4123
38951,3360,4122
38952,3359,4116
38953,3368,4113
38954,3376,4109
38955,3385,4105
38956,3392,4107
38957,3391,4107
38958,3396,4105
38959,3392,4110
38960,3398,4108
38961,3399,4106
38962,3384,4110
38963,3393,4114
38964,3400,4110
38965,3400,4108
38966,3383,4108
38967,3400,4113
38968,3402,4112
38969,3395,4118
38970,3396,4101
38971,3401,4116
38972,3405,4115
38973,3397,4122
38974,3380,4115
38975,3406,4118
38976,3403,4120
38977,3408,4115
38978,3381,4120
38979,3392,4124
38980,3411,4113
38981,3383,4123
38982,3400,4130
38983,3405,4128
38984,3415,4110
38985,3399,4099
38986,3417,4108
38987,3409,4105
38988,3398,4098
38989,3402,4105
38990,3398,4096
38991,3419,4107
38992,3414,4105
38993,3408,4137
38994,3402,4096
38995,3419,4105
38996,3422,4105
38997,3408,4099
38998,3402,4100
38999,3414,4132
39000,3423,4103
39001,3397,4091
39002,3404,4093
39003,3396,4090
39004,3425,4102
39005,3418,4131
39006,3418,4135
39007,3417,4137
39008,3409,4090
39009,3402,4090
39010,3410,4090
39011,3413,4094
39012,3428,4100
39013,3418,4095
39014,3427,4120
39015,3411,4089
39016,3422,4130
39017,3423,4096
39018,3402,4092
39019,3412,4089
39020,3422,4131
39021,3406,4089
39022,3431,4097
39023,3406,4090
39024,3395,4080
39025,3418,4091
39026,3425,4128
39027,3414,4122
39028,3427,4128
39029,3430,4095
39030,3416,4086
